                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.0561,                 2.0817,                 1.0535,                0.33316,                      1,                  0.695,                0.30798,                      0,                    inf,                      0,               0.067894,              0.0028936,              0.0028936
                     36,                0.88437,                 1.8138,                0.97464,                0.55191,                    0.5,                  0.695,                0.25176,                      0,                    inf,                      0,               0.066958,              0.0029585,              0.0029585
                     37,                 1.5379,                 1.4755,                 1.0261,                0.55191,                    0.5,                  0.695,                0.25176,                      0,                    inf,                      0,               0.066022,              0.0030223,              0.0030223
                     38,                0.69495,                 2.1228,                0.79543,                0.00855,                      1,                  0.695,                0.21844,                      0,                    inf,                      0,               0.065085,              0.0030852,              0.0030852
                     39,                0.96573,                 1.6183,                 1.0388,                0.00855,                      1,                  0.695,                0.21844,                      0,                    inf,                      0,               0.064147,              0.0031471,              0.0031471
                     40,                 1.1592,                 1.8869,                 1.2397,                0.00333,                      1,                0.63786,                0.17833,                      0,                    inf,                      0,               0.063208,               0.003208,               0.003208
                     41,                0.96253,                 1.5982,                0.89831,                0.00333,                      1,                0.63786,                0.17833,                      0,                    inf,                      0,               0.062268,              0.0032679,              0.0032679
                     42,                0.95574,                 1.4013,                0.84341,                0.00333,                      1,                  0.745,                0.33543,                      0,                    inf,                      0,               0.061327,              0.0033268,              0.0033268
                     43,                 1.2552,                 1.6328,                0.93747,                0.00333,                      1,                  0.745,                0.33543,                      0,                    inf,                      0,               0.060385,              0.0033847,              0.0033847
                     44,                0.63717,                 1.8316,                0.93995,                0.00333,                      1,                0.58591,                0.21749,                      0,                    inf,                      0,               0.059442,              0.0034417,              0.0034417
                     45,                  1.155,                 1.3498,                 1.0903,                0.00333,                      1,                0.58591,                0.21749,                      0,                    inf,                      0,               0.058498,              0.0034976,              0.0034976
                     46,                 1.1785,                 1.6181,                0.94059,                0.00333,                      1,                  0.695,                0.22004,                      0,                    inf,                      0,               0.057553,              0.0035526,              0.0035526
                     47,                  1.041,                 1.7537,                 0.9031,                0.00333,                      1,                  0.695,                0.22004,                      0,                    inf,                      0,               0.056607,              0.0036065,              0.0036065
                     48,                 1.2375,                  2.064,                 1.1611,                0.00333,                      1,                0.49912,                 0.2002,                      0,                    inf,                      0,                0.05566,              0.0036595,              0.0036595
                     49,                  1.028,                 1.2735,                  1.156,                0.00333,                      1,                0.49912,                 0.2002,                      0,                    inf,                      0,               0.054712,              0.0037115,              0.0037115
                     50,                0.72379,                 2.1314,                0.98982,                0.00333,                      1,                  0.745,                0.19652,                      0,                    inf,                      0,               0.053763,              0.0037625,              0.0037625
                     51,                0.96699,                 1.5195,                 1.1597,                0.00333,                      1,                  0.745,                0.19652,                      0,                    inf,                      0,               0.052813,              0.0038125,              0.0038125
                     52,                 1.0026,                 1.7486,                 1.0332,                0.00333,                      1,                  0.745,                0.19652,                      0,                    inf,                      0,               0.051862,              0.0038615,              0.0038615
                     53,                 1.2766,                 1.4711,                 1.0117,                0.00333,                      1,                0.60611,                0.20663,                      0,                    inf,                      0,                0.05091,              0.0039095,              0.0039095
                     54,                0.97972,                  1.417,                0.90771,                0.00333,                      1,                0.60611,                0.20663,                      0,                    inf,                      0,               0.049957,              0.0039566,              0.0039566
                     55,                 1.0666,                  1.749,                 1.0127,                0.00333,                      1,                0.60611,                0.20663,                      0,                    inf,                      0,               0.049003,              0.0040026,              0.0040026
                     56,                0.84168,                 1.6683,                0.94698,                0.00333,                      1,                0.66167,                0.15005,                      0,                    inf,                      0,               0.048048,              0.0040477,              0.0040477
                     57,                0.90501,                 1.9324,                 0.8942,                0.00333,                      1,                0.66167,                0.15005,                      0,                    inf,                      0,               0.047092,              0.0040917,              0.0040917
                     58,                0.83237,                 1.4564,                0.80548,                0.00333,                      1,                0.66167,                0.15005,                      0,                    inf,                      0,               0.046135,              0.0041348,              0.0041348
                     59,                   1.09,                 2.3272,                 1.1376,                0.00333,                      1,                0.63786,                0.13226,                      0,                    inf,                      0,               0.045177,              0.0041769,              0.0041769
                     60,                 1.0923,                 1.5823,                0.90257,                0.00333,                      1,                0.63786,                0.13226,                      0,                    inf,                      0,               0.044218,               0.004218,               0.004218
                     61,                0.86854,                 1.6041,                 1.0759,                0.00333,                      1,                0.63786,                0.13226,                      0,                    inf,                      0,               0.043258,              0.0042581,              0.0042581
                     62,                0.98062,                 1.3214,                0.95323,                0.00333,                      1,                 0.4975,                0.10334,                      0,                    inf,                      0,               0.042297,              0.0042972,              0.0042972
                     63,                0.73113,                 1.2849,                0.99991,                0.00333,                      1,                 0.4975,                0.10334,                      0,                    inf,                      0,               0.041335,              0.0043353,              0.0043353
                     64,                0.91713,                 1.3646,                 1.0141,                0.00333,                      1,                 0.4975,                0.10334,                      0,                    inf,                      0,               0.040372,              0.0043725,              0.0043725
                     65,                0.84379,                 1.8336,                0.97269,                0.00333,                      1,                  0.398,                0.08113,                      0,                    inf,                      0,               0.039409,              0.0044086,              0.0044086
                     66,                  1.397,                 2.1357,                 1.2649,                0.00333,                      1,                  0.398,                0.08113,                      0,                    inf,                      0,               0.038444,              0.0044438,              0.0044438
                     67,                 1.0704,                 1.6487,                 1.1185,                0.00333,                      1,                  0.398,                0.08113,                      0,                    inf,                      0,               0.037478,              0.0044779,              0.0044779
                     68,                 1.4105,                 2.2084,                 1.1368,                0.00333,                      1,                0.12817,                 0.0302,                      0,                    inf,                      0,               0.036511,              0.0045111,              0.0045111
                     69,                 1.0361,                 1.3912,                  1.059,                0.00333,                      1,                0.12817,                 0.0302,                      0,                    inf,                      0,               0.035543,              0.0045433,              0.0045433
                     70,                 1.3397,                 1.9144,                 1.1628,                0.00333,                      1,                0.12817,                 0.0302,                      0,                    inf,                      0,               0.034574,              0.0045745,              0.0045745
                     71,                  1.289,                 2.2166,                 1.2257,                0.00333,                      1,                0.22111,                 0.0561,                      0,                    inf,                      0,               0.033605,              0.0046047,              0.0046047
                     72,                 1.4453,                 2.0935,                 1.2079,                0.00333,                      1,                0.22111,                 0.0561,                      0,                    inf,                      0,               0.032634,              0.0046339,              0.0046339
                     73,                0.81622,                 1.5102,                  1.005,                0.00333,                      1,                0.22111,                 0.0561,                      0,                    inf,                      0,               0.031662,              0.0046621,              0.0046621
                     74,                 1.3888,                 1.6899,                 1.1526,                0.00333,                      1,                0.28429,                0.08371,                      0,                    inf,                      0,               0.030689,              0.0046894,              0.0046894
                     75,                0.99503,                 1.5546,                 1.5078,                0.00333,                      1,                0.28429,                0.08371,                      0,                    inf,                      0,               0.029716,              0.0047156,              0.0047156
                     76,                0.72489,                 1.6506,                 1.0546,                0.00333,                      1,                0.28429,                0.08371,                      0,                    inf,                      0,               0.028741,              0.0047409,              0.0047409
                     77,                 1.0724,                 1.2413,                 1.0208,                0.00333,                      1,                 0.3725,                0.15062,                      0,                    inf,                      0,               0.027765,              0.0047651,              0.0047651
                     78,                0.97847,                 1.3034,                0.98929,                0.00333,                      1,                 0.3725,                0.15062,                      0,                    inf,                      0,               0.026788,              0.0047884,              0.0047884
                     79,                 1.3768,                 1.5088,                 1.0862,                0.00333,                      1,                 0.3725,                0.15062,                      0,                    inf,                      0,               0.025811,              0.0048107,              0.0048107
                     80,                0.96044,                 1.5172,                0.98226,                0.01392,                      1,                0.32442,                0.15456,                      0,                    inf,                      0,               0.024832,               0.004832,               0.004832
                     81,                 1.3895,                 2.6538,                  1.437,                0.01392,                      1,                0.32442,                0.15456,                      0,                    inf,                      0,               0.023852,              0.0048523,              0.0048523
                     82,                 1.0112,                  1.631,                 1.2508,                0.01392,                      1,                0.32442,                0.15456,                      0,                    inf,                      0,               0.022872,              0.0048716,              0.0048716
                     83,                  1.356,                 1.2498,                 1.1329,                0.12985,                    0.5,                0.33841,                0.14293,                      0,                    inf,                      0,                0.02189,              0.0048899,              0.0048899
                     84,                 1.0319,                  1.754,                 1.0501,                0.12985,                    0.5,                0.33841,                0.14293,                      0,                    inf,                      0,               0.020907,              0.0049073,              0.0049073
                     85,                 1.0593,                 1.4279,                 1.2083,                0.12985,                    0.5,                0.33841,                0.14293,                      0,                    inf,                      0,               0.019924,              0.0049236,              0.0049236
                     86,                 1.2285,                  3.204,                 1.3306,                0.12985,                    0.5,                0.33841,                0.14293,                      0,                    inf,                      0,               0.018939,               0.004939,               0.004939
                     87,                 1.5999,                 2.5807,                 1.2007,                0.00333,                      1,                 0.4975,                0.16108,                      0,                    inf,                      0,               0.017953,              0.0049533,              0.0049533
                     88,                 1.3755,                 1.5174,                 1.2619,                0.00333,                      1,                 0.4975,                0.16108,                      0,                    inf,                      0,               0.016967,              0.0049667,              0.0049667
                     89,                 1.3166,                 1.9357,                 1.5574,                0.00333,                      1,                 0.4975,                0.16108,                      0,                    inf,                      0,               0.015979,              0.0049791,              0.0049791
                     90,                0.73766,                0.99438,                0.86957,                0.00333,                      1,                 0.4975,                0.16108,                      0,                    inf,                      0,                0.01499,              0.0049905,              0.0049905
                     91,                 1.0775,                 1.3416,                 1.1729,                0.00333,                      1,                   0.29,                0.10763,                      0,                    inf,                      0,               0.014001,              0.0050009,              0.0050009
                     92,                 1.4804,                 2.4285,                 1.7705,                0.00333,                      1,                   0.29,                0.10763,                      0,                    inf,                      0,                0.01301,              0.0050103,              0.0050103
                     93,                0.86471,                 1.4821,                 1.1192,                0.00333,                      1,                   0.29,                0.10763,                      0,                    inf,                      0,               0.012019,              0.0050187,              0.0050187
                     94,                0.96362,                 1.1961,                 1.0257,                0.00333,                      1,                   0.29,                0.10763,                      0,                    inf,                      0,               0.011026,              0.0050262,              0.0050262
                     95,                 1.5378,                 2.0501,                 1.9364,                0.00333,                      1,                   0.29,                0.11322,                      0,                    inf,                      0,               0.010033,              0.0050326,              0.0050326
                     96,                0.87857,                 2.0766,                 1.2383,                0.00333,                      1,                   0.29,                0.11322,                      0,                    inf,                      0,              0.0090381,              0.0050381,              0.0050381
                     97,                0.96964,                 1.3755,                 1.0578,                0.00333,                      1,                   0.29,                0.11322,                      0,                    inf,                      0,              0.0080425,              0.0050425,              0.0050425
                     98,                0.87704,                  1.102,                 1.0619,                0.00333,                      1,                   0.29,                0.11322,                      0,                    inf,                      0,               0.007046,               0.005046,               0.005046
                     99,                 1.3351,                 1.6977,                  1.048,                 0.0079,                      1,                   0.29,                0.13058,                      0,                    inf,                      0,              0.0060485,              0.0050485,              0.0050485
                    100,                 1.1436,                 1.3286,                0.99862,                 0.0079,                      1,                   0.29,                0.13058,                      0,                    inf,                      0,                0.00505,                0.00505,                0.00505
                    101,                 1.1516,                 1.4087,                0.94961,                 0.0079,                      1,                   0.29,                0.13058,                      0,                    inf,                      0,                0.00505,                0.00505,                0.00505
                    102,                0.69162,                 1.4445,                 1.0166,                 0.0079,                      1,                   0.29,                0.13058,                      0,                    inf,                      0,              0.0050005,              0.0050005,              0.0050005
                    103,                0.75411,                 1.4661,                0.99674,                0.62353,                    0.5,                0.63786,                0.24741,                      0,                    inf,                      0,               0.004951,               0.004951,               0.004951
                    104,                 0.8968,                 1.4616,                 1.3162,                0.62353,                    0.5,                0.63786,                0.24741,                      0,                    inf,                      0,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.1247,                 1.4141,                 1.0447,                0.62353,                    0.5,                0.63786,                0.24741,                      0,                    inf,                      0,               0.004852,               0.004852,               0.004852
                    106,                 1.1619,                 1.3984,                 1.2402,                0.62353,                    0.5,                0.63786,                0.24741,                      0,                    inf,                      0,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.2916,                 1.5527,                 1.4082,                0.83474,                    0.5,                0.55382,                 0.2684,                      0,                    inf,                      0,               0.004753,               0.004753,               0.004753
                    108,                0.95886,                 1.4325,                 1.0342,                0.83474,                    0.5,                0.55382,                 0.2684,                      0,                    inf,                      0,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.1332,                 1.4177,                 1.1287,                0.83474,                    0.5,                0.55382,                 0.2684,                      0,                    inf,                      0,               0.004654,               0.004654,               0.004654
                    110,                 1.4642,                 1.6196,                 1.3894,                0.83474,                    0.5,                0.55382,                 0.2684,                      0,                    inf,                      0,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.0253,                 1.6127,                 1.1758,                0.93561,                    0.5,                0.52203,                0.25303,                      0,                    inf,                      0,               0.004555,               0.004555,               0.004555
                    112,                 1.9465,                 1.9611,                  1.711,                0.93561,                    0.5,                0.52203,                0.25303,                      0,                    inf,                      0,              0.0045055,              0.0045055,              0.0045055
                    113,                0.70868,                 1.8097,                 1.1216,                0.93561,                    0.5,                0.52203,                0.25303,                      0,                    inf,                      0,               0.004456,               0.004456,               0.004456
                    114,                 1.3548,                 1.3195,                 1.0385,                0.93561,                    0.5,                0.52203,                0.25303,                      0,                    inf,                      0,              0.0044065,              0.0044065,              0.0044065
                    115,                0.85905,                 1.3087,                 1.0027,                0.93112,                    0.5,                0.51352,                0.25495,                      0,                    inf,                      0,               0.004357,               0.004357,               0.004357
                    116,                 1.0543,                 1.4671,                 1.0078,                0.93112,                    0.5,                0.51352,                0.25495,                      0,                    inf,                      0,              0.0043075,              0.0043075,              0.0043075
                    117,                  1.245,                 1.6801,                 1.3182,                0.93112,                    0.5,                0.51352,                0.25495,                      0,                    inf,                      0,               0.004258,               0.004258,               0.004258
                    118,                 1.4416,                 1.9219,                 1.2375,                0.93112,                    0.5,                0.51352,                0.25495,                      0,                    inf,                      0,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.1829,                 1.3871,                 1.1133,                0.90809,                    0.5,                0.51722,                0.25673,                      0,                    inf,                      0,               0.004159,               0.004159,               0.004159
                    120,                 1.7418,                 1.8926,                 2.3944,                0.90809,                    0.5,                0.51722,                0.25673,                      0,                    inf,                      0,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.1504,                 1.6064,                 1.2302,                0.90809,                    0.5,                0.51722,                0.25673,                      0,                    inf,                      0,                0.00406,                0.00406,                0.00406
                    122,                 1.3618,                 1.5144,                  1.109,                0.90809,                    0.5,                0.51722,                0.25673,                      0,                    inf,                      0,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.2331,                 1.9669,                 1.4955,                0.94349,                    0.5,                0.51628,                0.20651,                      0,                    inf,                      0,               0.003961,               0.003961,               0.003961
                    124,                 1.0611,                  1.191,                0.92722,                0.94349,                    0.5,                0.51628,                0.20651,                      0,                    inf,                      0,              0.0039115,              0.0039115,              0.0039115
                    125,                0.77544,                 1.4461,                 0.9744,                0.94349,                    0.5,                0.51628,                0.20651,                      0,                    inf,                      0,               0.003862,               0.003862,               0.003862
                    126,                0.91893,                 1.2518,                 1.0776,                0.94349,                    0.5,                0.51628,                0.20651,                      0,                    inf,                      0,              0.0038125,              0.0038125,              0.0038125
                    127,                0.80637,                 1.5771,                 1.3184,                0.95872,                    0.5,                0.51461,                0.20584,                      0,                    inf,                      0,               0.003763,               0.003763,               0.003763
                    128,                 1.3567,                  1.302,                 1.1932,                0.95872,                    0.5,                0.51461,                0.20584,                      0,                    inf,                      0,              0.0037135,              0.0037135,              0.0037135
                    129,                0.77329,                 2.2492,                 1.1624,                0.95872,                    0.5,                0.51461,                0.20584,                      0,                    inf,                      0,               0.003664,               0.003664,               0.003664
                    130,                 1.4489,                 2.0734,                 1.5759,                0.95872,                    0.5,                0.51461,                0.20584,                      0,                    inf,                      0,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.1145,                 1.8044,                0.99369,                0.96529,                    0.5,                   0.52,                0.15841,                      0,                    inf,                      0,               0.003565,               0.003565,               0.003565
                    132,                 1.1951,                 1.4537,                 1.1919,                0.96529,                    0.5,                   0.52,                0.15841,                      0,                    inf,                      0,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.0307,                  1.535,                 1.3814,                0.96529,                    0.5,                   0.52,                0.15841,                      0,                    inf,                      0,               0.003466,               0.003466,               0.003466
                    134,                 1.4294,                 1.7019,                 1.4359,                0.96529,                    0.5,                   0.52,                0.15841,                      0,                    inf,                      0,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.3183,                 1.4125,                 1.1661,                0.95887,                    0.5,                0.51773,                0.16505,                      0,                    inf,                      0,               0.003367,               0.003367,               0.003367
                    136,                 1.1031,                 1.2749,                 1.0507,                0.95887,                    0.5,                0.51773,                0.16505,                      0,                    inf,                      0,              0.0033175,              0.0033175,              0.0033175
                    137,                0.95369,                 1.3039,                 1.0503,                0.95887,                    0.5,                0.51773,                0.16505,                      0,                    inf,                      0,               0.003268,               0.003268,               0.003268
                    138,                 1.1345,                 1.5363,                 1.1367,                0.95887,                    0.5,                0.51773,                0.16505,                      0,                    inf,                      0,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.1685,                 1.7143,                 1.6193,                0.95792,                    0.5,                0.51224,                0.13965,                      0,                    inf,                      0,               0.003169,               0.003169,               0.003169
                    140,                 1.2159,                  1.796,                 1.1969,                0.95792,                    0.5,                0.51224,                0.13965,                      0,                    inf,                      0,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.1453,                 1.1396,                 1.4278,                0.95792,                    0.5,                0.51224,                0.13965,                      0,                    inf,                      0,                0.00307,                0.00307,                0.00307
                    142,                 1.2709,                 1.8059,                 1.3976,                0.95792,                    0.5,                0.51224,                0.13965,                      0,                    inf,                      0,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.2228,                 1.1714,                 1.3304,                0.50302,                    0.5,                0.50971,                0.17911,                      0,                    inf,                      0,               0.002971,               0.002971,               0.002971
                    144,                 1.1533,                 2.0101,                 1.4371,                0.50302,                    0.5,                0.50971,                0.17911,                      0,                    inf,                      0,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.3292,                 1.2639,                 1.5495,                0.50302,                    0.5,                0.50971,                0.17911,                      0,                    inf,                      0,               0.002872,               0.002872,               0.002872
                    146,                 1.0599,                  1.337,                  1.097,                0.50302,                    0.5,                0.50971,                0.17911,                      0,                    inf,                      0,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.1441,                 1.3893,                 1.1407,                0.95876,                    0.5,                0.51387,                0.20296,                      0,                    inf,                      0,               0.002773,               0.002773,               0.002773
                    148,                 1.1164,                 1.5497,                 1.0141,                0.95876,                    0.5,                0.51387,                0.20296,                      0,                    inf,                      0,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.2252,                 1.1894,                 1.0449,                0.95876,                    0.5,                0.51387,                0.20296,                      0,                    inf,                      0,               0.002674,               0.002674,               0.002674
                    150,                 1.0772,                  1.493,                 1.1612,                0.95876,                    0.5,                0.51387,                0.20296,                      0,                    inf,                      0,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.2907,                 1.3037,                 1.2799,                0.95786,                    0.5,                0.51881,                 0.2294,                      0,                    inf,                      0,               0.002575,               0.002575,               0.002575
                    152,                0.85399,                  2.355,                 1.2761,                0.95786,                    0.5,                0.51881,                 0.2294,                      0,                    inf,                      0,              0.0025255,              0.0025255,              0.0025255
                    153,                0.91235,                 1.0956,                 1.0732,                0.95786,                    0.5,                0.51881,                 0.2294,                      0,                    inf,                      0,               0.002476,               0.002476,               0.002476
                    154,                 1.3042,                 1.4517,                 1.2613,                0.95786,                    0.5,                0.51881,                 0.2294,                      0,                    inf,                      0,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.1271,                   1.34,                0.98459,                0.96235,                    0.5,                0.52833,                0.25555,                      0,                    inf,                      0,               0.002377,               0.002377,               0.002377
                    156,                 1.0476,                 1.5877,                 1.2118,                0.96235,                    0.5,                0.52833,                0.25555,                      0,                    inf,                      0,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.2962,                 1.4458,                 1.1063,                0.96235,                    0.5,                0.52833,                0.25555,                      0,                    inf,                      0,               0.002278,               0.002278,               0.002278
                    158,                  1.239,                 2.4666,                 1.5602,                0.96235,                    0.5,                0.52833,                0.25555,                      0,                    inf,                      0,              0.0022285,              0.0022285,              0.0022285
                    159,                0.90965,                 1.3111,                 1.0972,                0.95409,                    0.5,                0.52948,                0.25661,                      0,                    inf,                      0,               0.002179,               0.002179,               0.002179
                    160,                 1.0153,                 1.1189,                 1.0644,                0.95409,                    0.5,                0.52948,                0.25661,                      0,                    inf,                      0,              0.0021295,              0.0021295,              0.0021295
                    161,                0.98388,                 1.5973,                 1.1017,                0.95409,                    0.5,                0.52948,                0.25661,                      0,                    inf,                      0,                0.00208,                0.00208,                0.00208
                    162,                 1.1116,                 1.4024,                0.88974,                0.95409,                    0.5,                0.52948,                0.25661,                      0,                    inf,                      0,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.0282,                 1.4195,                  1.123,                0.95102,                    0.5,                0.54763,                0.26037,                      0,                    inf,                      0,               0.001981,               0.001981,               0.001981
                    164,                  1.051,                 1.3775,                 1.1012,                0.95102,                    0.5,                0.54763,                0.26037,                      0,                    inf,                      0,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.1016,                 1.1696,                 1.2784,                0.95102,                    0.5,                0.54763,                0.26037,                      0,                    inf,                      0,               0.001882,               0.001882,               0.001882
                    166,                0.82023,                 1.6586,                 1.1128,                0.95102,                    0.5,                0.54763,                0.26037,                      0,                    inf,                      0,              0.0018325,              0.0018325,              0.0018325
                    167,                0.98118,                 1.4511,                 1.1949,                0.86859,                    0.5,                0.55056,                0.28623,                      0,                    inf,                      0,               0.001783,               0.001783,               0.001783
                    168,                0.98485,                 1.1168,                 1.1101,                0.86859,                    0.5,                0.55056,                0.28623,                      0,                    inf,                      0,              0.0017335,              0.0017335,              0.0017335
                    169,                0.94259,                 1.0723,                0.99847,                0.86859,                    0.5,                0.55056,                0.28623,                      0,                    inf,                      0,               0.001684,               0.001684,               0.001684
                    170,                 1.4622,                 1.2872,                  1.443,                0.86859,                    0.5,                0.55056,                0.28623,                      0,                    inf,                      0,              0.0016345,              0.0016345,              0.0016345
